Town,VName,Vendor,VAddrs,VType,VGrp,Spons,CCode,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Project,Acct,Qtr,
34,Danbury,0000000034,001,00,1,,11000-17043-82054-2018-170002-,66998.0000,5/18/2018,Extended School Hours,CM_SDE_JUN2018_00006_2018138,2018/05/18 #: CM_SDE_JUN2018_00006_2018138,05/18/2018,11000-17043-82054-2018,34,11000-17043-82054-170002,SDE000000000002,55070,QE-4 06/30,
34,Danbury,0000000034,001,00,1,,11000-17043-82054-2018-170002-,16000.0000,3/19/2018,Extended School Hours,CM_SDE_APR2018_00005_2018078,2018/03/19 #: CM_SDE_APR2018_00005_2018078,03/19/2018,11000-17043-82054-2018,34,11000-17043-82054-170002,SDE000000000002,55070,QE-3 03/31,
34,Danbury,0000000034,001,00,1,,11000-17043-82054-2018-170002-,18000.0000,4/23/2018,Extended School Hours,CM_SDE_MAY2018_00006_2018113,2018/04/23 #: CM_SDE_MAY2018_00006_2018113,04/23/2018,11000-17043-82054-2018,34,11000-17043-82054-170002,SDE000000000002,55070,QE-4 06/30,
34,Danbury,0000000034,001,00,1,,11000-17043-82055-2018-170002-,221223.0000,5/18/2018,School Accountability - Summer School,CM_SDE_JUN2018_00007_2018138,2018/05/18 #: CM_SDE_JUN2018_00007_2018138,05/18/2018,11000-17043-82055-2018,34,11000-17043-82055-170002,SDE000000000002,55070,QE-4 06/30,
34,Danbury,0000000034,000,00,1,,11000-17046-82057-2018-      -,54985.0000,10/25/2017,State School Breakfast,SCHBREAK_EFT_Oct2017_2017298,2017/10/25 #: SCHBREAK_EFT_Oct2017_2017298,10/25/2017,11000-17046-82057-2018,34,11000-17046-82057-      ,SDE000000000002,55070,QE-2 12/31,
34,Danbury,0000000034,001,00,1,,11000-17047-82016-2018-      -,107510.0000,5/22/2018,Spec Ed-Ag Placements & Excess Cost,SPEDAPI_EFT01_MAY2018_2018142,2018/05/22 #: SPEDAPI_EFT01_MAY2018_2018142,05/22/2018,11000-17047-82016-2018,34,11000-17047-82016-      ,SDE000000000002,55070,QE-4 06/30,
34,Danbury,0000000034,001,00,1,,11000-17047-82018-2018-      -,665553.0000,2/23/2018,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_EFT01_FEB2018_2018054,2018/02/23 #: SPEDEXCS_EFT01_FEB2018_2018054,02/23/2018,11000-17047-82018-2018,34,11000-17047-82018-      ,SDE000000000002,55070,QE-3 03/31,
34,Danbury,0000000034,001,00,1,,11000-17047-82018-2018-      -,267540.0000,5/22/2018,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_EFT01_MAY2018_2018142,2018/05/22 #: SPEDEXCS_EFT01_MAY2018_2018142,05/22/2018,11000-17047-82018-2018,34,11000-17047-82018-      ,SDE000000000002,55070,QE-4 06/30,
34,Danbury,0000000034,001,00,1,,11000-17052-82079-2018-170002-,31728.0000,1/23/2018,Youth Service Bureau,CM_SDE_FEB2018_00003_2018023,2018/01/23 #: CM_SDE_FEB2018_00003_2018023,01/23/2018,11000-17052-82079-2018,34,11000-17052-82079-170002,SDE000000000002,55070,QE-3 03/31,
34,Danbury,0000000034,001,00,1,,11000-17052-82079-2018-170002-,3964.0000,2/21/2018,Youth Service Bureau,CM_SDE_MAR2018_00005_2018052,2018/02/21 #: CM_SDE_MAR2018_00005_2018052,02/21/2018,11000-17052-82079-2018,34,11000-17052-82079-170002,SDE000000000002,55070,QE-3 03/31,
34,Danbury,0000000034,001,00,1,,11000-17052-82079-2018-170002-,3965.0000,3/19/2018,Youth Service Bureau,CM_SDE_APR2018_00006_2018078,2018/03/19 #: CM_SDE_APR2018_00006_2018078,03/19/2018,11000-17052-82079-2018,34,11000-17052-82079-170002,SDE000000000002,55070,QE-3 03/31,
34,Danbury,0000000034,001,00,1,,11000-17052-82079-2018-170002-,3965.0000,4/23/2018,Youth Service Bureau,CM_SDE_MAY2018_00007_2018113,2018/04/23 #: CM_SDE_MAY2018_00007_2018113,04/23/2018,11000-17052-82079-2018,34,11000-17052-82079-170002,SDE000000000002,55070,QE-4 06/30,
34,Danbury,0000000034,001,00,1,,11000-17052-82079-2018-170002-,3967.0000,5/18/2018,Youth Service Bureau,CM_SDE_JUN2018_00008_2018138,2018/05/18 #: CM_SDE_JUN2018_00008_2018138,05/18/2018,11000-17052-82079-2018,34,11000-17052-82079-170002,SDE000000000002,55070,QE-4 06/30,
34,Danbury,0000000034,001,00,1,,11000-17057-82062-2018-170031-,1219911.0000,8/28/2017,Magnet School Operating,MAGOPERT_EFT01_Sep2017_2017240,2017/08/28 #: MAGOPERT_EFT01_Sep2017_2017240,08/28/2017,11000-17057-82062-2018,34,11000-17057-82062-170031,SDE000000000002,55070,QE-1 09/30,
34,Danbury,0000000034,001,00,1,,11000-17057-82062-2018-170031-,417728.0000,4/26/2018,Magnet School Operating,MAGOPERT_EFT01_May2018_2018116,2018/04/26 #: MAGOPERT_EFT01_May2018_2018116,04/26/2018,11000-17057-82062-2018,34,11000-17057-82062-170031,SDE000000000002,55070,QE-4 06/30,
34,Danbury,0000000034,000,00,1,,11000-17097-82079-2018-170018-,-4000.0000,12/12/2017,School Readiness QE,CM_OEC_SEP2017_00001_2017235J,2017/12/12 #: CM_OEC_SEP2017_00001_2017235J,12/12/2017,11000-17097-82079-2018,34,11000-17097-82079-170018,OEC000000000002,55070,QE-2 12/31,
34,Danbury,0000000034,000,00,1,,11000-17097-82079-2018-170018-,-2000.0000,12/12/2017,School Readiness QE,CM_OEC_OCT2017_00001_2017265J,2017/12/12 #: CM_OEC_OCT2017_00001_2017265J,12/12/2017,11000-17097-82079-2018,34,11000-17097-82079-170018,OEC000000000002,55070,QE-2 12/31,
34,Danbury,0000000034,000,00,1,,11000-17097-82079-2018-170018-,-3500.0000,12/15/2017,School Readiness QE,CM_OEC_NOV2017_00001_2017296J,2017/12/15 #: CM_OEC_NOV2017_00001_2017296J,12/15/2017,11000-17097-82079-2018,34,11000-17097-82079-170018,OEC000000000002,55070,QE-2 12/31,
34,Danbury,0000000034,001,00,1,,11000-17097-82079-2018-170018-,4000.0000,8/23/2017,School Readiness QE,CM_OEC_SEP2017_00001_2017235,2017/08/23 #: CM_OEC_SEP2017_00001_2017235,08/23/2017,11000-17097-82079-2018,34,11000-17097-82079-170018,OEC000000000002,55070,QE-1 09/30,
34,Danbury,0000000034,001,00,1,,11000-17097-82079-2018-170018-,2000.0000,9/22/2017,School Readiness QE,CM_OEC_OCT2017_00001_2017265,2017/09/22 #: CM_OEC_OCT2017_00001_2017265,09/22/2017,11000-17097-82079-2018,34,11000-17097-82079-170018,OEC000000000002,55070,QE-1 09/30,
34,Danbury,0000000034,001,00,1,,11000-17097-82079-2018-170018-,3500.0000,10/23/2017,School Readiness QE,CM_OEC_NOV2017_00001_2017296,2017/10/23 #: CM_OEC_NOV2017_00001_2017296,10/23/2017,11000-17097-82079-2018,34,11000-17097-82079-170018,OEC000000000002,55070,QE-2 12/31,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2017-170005-,67482.0000,7/24/2017,School Breakfast Program,BFST_0051-MAY2017-2017205,2017/07/24 #: BFST_0051-MAY2017-2017205,07/24/2017,12060-20508-82079-2017,34,12060-20508-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2017-170005-,40734.3500,8/30/2017,School Breakfast Program,BFST_0061-JUN2017-2017242,2017/08/30 #: BFST_0061-JUN2017-2017242,08/30/2017,12060-20508-82079-2017,34,12060-20508-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2017-170005-,41.2100,11/20/2017,School Breakfast Program,BFST_0081-AUG2017-2017305,2017/11/20 #: BFST_0081-AUG2017-2017305,11/20/2017,12060-20508-82079-2017,34,12060-20508-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2017-170005-,48920.1200,11/20/2017,School Breakfast Program,BFST_0091-SEP2017-2017305,2017/11/20 #: BFST_0091-SEP2017-2017305,11/20/2017,12060-20508-82079-2017,34,12060-20508-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2018-170005-,64042.5500,12/14/2017,School Breakfast Program,BFST_0101-OCT2017-2017341,2017/12/14 #: BFST_0101-OCT2017-2017341,12/14/2017,12060-20508-82079-2018,34,12060-20508-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2018-170005-,58489.4600,1/17/2018,School Breakfast Program,BFST_0111-NOV2017-2018003,2018/01/17 #: BFST_0111-NOV2017-2018003,01/17/2018,12060-20508-82079-2018,34,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2018-170005-,12.5300,1/17/2018,School Breakfast Program,BFST_0101-OCT2017-2018003,2018/01/17 #: BFST_0101-OCT2017-2018003,01/17/2018,12060-20508-82079-2018,34,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2018-170005-,46814.1200,2/14/2018,School Breakfast Program,BFST_0121-DEC2017-2018031,2018/02/14 #: BFST_0121-DEC2017-2018031,02/14/2018,12060-20508-82079-2018,34,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2018-170005-,49252.0200,3/14/2018,School Breakfast Program,BFST_0011-JAN2018-2018058,2018/03/14 #: BFST_0011-JAN2018-2018058,03/14/2018,12060-20508-82079-2018,34,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2018-170005-,50303.9300,4/18/2018,School Breakfast Program,BFST_0021-FEB2018-2018086,2018/04/18 #: BFST_0021-FEB2018-2018086,04/18/2018,12060-20508-82079-2018,34,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2018-170005-,51165.6300,5/16/2018,School Breakfast Program,BFST_0031-MAR2018-2018122,2018/05/16 #: BFST_0031-MAR2018-2018122,05/16/2018,12060-20508-82079-2018,34,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,002,02,1,03400,12060-20508-82079-2018-170005-,50194.9700,6/11/2018,School Breakfast Program,BFST_0041-APR2018-2018156,2018/06/11 #: BFST_0041-APR2018-2018156,06/11/2018,12060-20508-82079-2018,34,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2017-170005-SDE00003,2796.6000,7/19/2017,Child & Adult Food Program - Pgm,CCFPROG_0300-MAY17-2017200,2017/07/19 #: CCFPROG_0300-MAY17-2017200,07/19/2017,12060-20518-82079-2017,34,12060-20518-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2017-170005-SDE00003,1738.0000,8/17/2017,Child & Adult Food Program - Pgm,CCFPROG_0310-JUN17-2017229,2017/08/17 #: CCFPROG_0310-JUN17-2017229,08/17/2017,12060-20518-82079-2017,34,12060-20518-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2017-170005-SDE00003,2212.5500,11/16/2017,Child & Adult Food Program - Pgm,CCFPROG_0340-SEP17-2017320,2017/11/16 #: CCFPROG_0340-SEP17-2017320,11/16/2017,12060-20518-82079-2017,34,12060-20518-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2018-170005-SDE00003,2887.6200,12/18/2017,Child & Adult Food Program - Pgm,CCFPROG_0350-OCT17-2017352,2017/12/18 #: CCFPROG_0350-OCT17-2017352,12/18/2017,12060-20518-82079-2018,34,12060-20518-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2018-170005-SDE00003,2574.3100,1/18/2018,Child & Adult Food Program - Pgm,CCFPROG_0360-NOV17-2018010,2018/01/18 #: CCFPROG_0360-NOV17-2018010,01/18/2018,12060-20518-82079-2018,34,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2018-170005-SDE00003,2428.9600,2/16/2018,Child & Adult Food Program - Pgm,CCFPROG_0370-DEC17-2018044,2018/02/16 #: CCFPROG_0370-DEC17-2018044,02/16/2018,12060-20518-82079-2018,34,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2018-170005-SDE00003,2748.7300,3/14/2018,Child & Adult Food Program - Pgm,CCFPROG_0510-JAN18-2018073,2018/03/14 #: CCFPROG_0510-JAN18-2018073,03/14/2018,12060-20518-82079-2018,34,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2018-170005-SDE00003,2952.2200,4/19/2018,Child & Adult Food Program - Pgm,CCFPROG_0020-FEB18-2018107,2018/04/19 #: CCFPROG_0020-FEB18-2018107,04/19/2018,12060-20518-82079-2018,34,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2018-170005-SDE00003,3349.5100,6/12/2018,Child & Adult Food Program - Pgm,CCFPROG_0030-MAR18-2018163,2018/06/12 #: CCFPROG_0030-MAR18-2018163,06/12/2018,12060-20518-82079-2018,34,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20518-82079-2018-170005-SDE00003,3646.6700,6/12/2018,Child & Adult Food Program - Pgm,CCFPROG_0040-APR18-2018163,2018/06/12 #: CCFPROG_0040-APR18-2018163,06/12/2018,12060-20518-82079-2018,34,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,044,06,1,03451S,12060-20540-82079-2017-170005-SDE00003,5750.8400,8/2/2017,Summer Food Service Program - Opr,SFSPOPER_0061-JUN2017-2017213,2017/08/02 #: SFSPOPER_0061-JUN2017-2017213,08/02/2017,12060-20540-82079-2017,34,12060-20540-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,044,06,1,03451S,12060-20540-82079-2017-170005-SDE00003,95823.1400,8/31/2017,Summer Food Service Program - Opr,SFSPOPER_0071-JUL2017-2017243,2017/08/31 #: SFSPOPER_0071-JUL2017-2017243,08/31/2017,12060-20540-82079-2017,34,12060-20540-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,044,06,1,03451S,12060-20540-82079-2017-170005-SDE00003,38339.5500,10/11/2017,Summer Food Service Program - Opr,SFSPOPER_0081-AUG2017-2017284,2017/10/11 #: SFSPOPER_0081-AUG2017-2017284,10/11/2017,12060-20540-82079-2017,34,12060-20540-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2017-170005-SDE00003,203.5500,7/19/2017,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0300-MAY17-2017200,2017/07/19 #: CCFCCIL_0300-MAY17-2017200,07/19/2017,12060-20544-82079-2017,34,12060-20544-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2017-170005-SDE00003,126.5000,8/17/2017,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0310-JUN17-2017229,2017/08/17 #: CCFCCIL_0310-JUN17-2017229,08/17/2017,12060-20544-82079-2017,34,12060-20544-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2017-170005-SDE00003,159.2600,11/16/2017,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0340-SEP17-2017320,2017/11/16 #: CCFCCIL_0340-SEP17-2017320,11/16/2017,12060-20544-82079-2017,34,12060-20544-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2018-170005-SDE00003,207.8600,12/18/2017,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0350-OCT17-2017352,2017/12/18 #: CCFCCIL_0350-OCT17-2017352,12/18/2017,12060-20544-82079-2018,34,12060-20544-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2018-170005-SDE00003,185.3000,1/18/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0360-NOV17-2018010,2018/01/18 #: CCFCCIL_0360-NOV17-2018010,01/18/2018,12060-20544-82079-2018,34,12060-20544-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2018-170005-SDE00003,174.8400,2/16/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0370-DEC17-2018044,2018/02/16 #: CCFCCIL_0370-DEC17-2018044,02/16/2018,12060-20544-82079-2018,34,12060-20544-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2018-170005-SDE00003,197.8600,3/14/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0510-JAN18-2018073,2018/03/14 #: CCFCCIL_0510-JAN18-2018073,03/14/2018,12060-20544-82079-2018,34,12060-20544-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2018-170005-SDE00003,212.5100,4/19/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0020-FEB18-2018107,2018/04/19 #: CCFCCIL_0020-FEB18-2018107,04/19/2018,12060-20544-82079-2018,34,12060-20544-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2018-170005-SDE00003,241.1000,6/12/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0030-MAR18-2018163,2018/06/12 #: CCFCCIL_0030-MAR18-2018163,06/12/2018,12060-20544-82079-2018,34,12060-20544-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,042,01,1,034AIR,12060-20544-82079-2018-170005-SDE00003,262.4900,6/12/2018,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0040-APR18-2018163,2018/06/12 #: CCFCCIL_0040-APR18-2018163,06/12/2018,12060-20544-82079-2018,34,12060-20544-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,044,06,1,03451S,12060-20548-82079-2017-170005-SDE00003,-36.8800,12/12/2017,Summer Admin,Refund_ItemID_N424,2017/12/12 #: Refund_ItemID_N424,12/12/2017,12060-20548-82079-2017,34,12060-20548-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,044,06,1,03451S,12060-20548-82079-2017-170005-SDE00003,476.9400,8/2/2017,Summer Admin,SFSPADMN_0061-JUN2017-2017213,2017/08/02 #: SFSPADMN_0061-JUN2017-2017213,08/02/2017,12060-20548-82079-2017,34,12060-20548-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,044,06,1,03451S,12060-20548-82079-2017-170005-SDE00003,8047.5100,8/31/2017,Summer Admin,SFSPADMN_0071-JUL2017-2017243,2017/08/31 #: SFSPADMN_0071-JUL2017-2017243,08/31/2017,12060-20548-82079-2017,34,12060-20548-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,044,06,1,03451S,12060-20548-82079-2017-170005-SDE00003,3202.5600,10/11/2017,Summer Admin,SFSPADMN_0081-AUG2017-2017284,2017/10/11 #: SFSPADMN_0081-AUG2017-2017284,10/11/2017,12060-20548-82079-2017,34,12060-20548-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2017-170005-,326290.1800,7/24/2017,National School Lunch,LNCH_0051-MAY2017-2017205,2017/07/24 #: LNCH_0051-MAY2017-2017205,07/24/2017,12060-20560-82079-2017,34,12060-20560-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2017-170005-,191510.3000,8/30/2017,National School Lunch,LNCH_0061-JUN2017-2017242,2017/08/30 #: LNCH_0061-JUN2017-2017242,08/30/2017,12060-20560-82079-2017,34,12060-20560-82079-170005,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2017-170005-,522.9200,11/20/2017,National School Lunch,LNCH_0081-AUG2017-2017305,2017/11/20 #: LNCH_0081-AUG2017-2017305,11/20/2017,12060-20560-82079-2017,34,12060-20560-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2017-170005-,279844.3200,11/20/2017,National School Lunch,LNCH_0091-SEP2017-2017305,2017/11/20 #: LNCH_0091-SEP2017-2017305,11/20/2017,12060-20560-82079-2017,34,12060-20560-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2018-170005-,330755.3500,12/14/2017,National School Lunch,LNCH_0101-OCT2017-2017341,2017/12/14 #: LNCH_0101-OCT2017-2017341,12/14/2017,12060-20560-82079-2018,34,12060-20560-82079-170005,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2018-170005-,294546.6300,1/17/2018,National School Lunch,LNCH_0111-NOV2017-2018003,2018/01/17 #: LNCH_0111-NOV2017-2018003,01/17/2018,12060-20560-82079-2018,34,12060-20560-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2018-170005-,34.9200,1/17/2018,National School Lunch,LNCH_0101-OCT2017-2018003,2018/01/17 #: LNCH_0101-OCT2017-2018003,01/17/2018,12060-20560-82079-2018,34,12060-20560-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2018-170005-,258725.4800,2/14/2018,National School Lunch,LNCH_0121-DEC2017-2018031,2018/02/14 #: LNCH_0121-DEC2017-2018031,02/14/2018,12060-20560-82079-2018,34,12060-20560-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2018-170005-,286639.3500,3/14/2018,National School Lunch,LNCH_0011-JAN2018-2018058,2018/03/14 #: LNCH_0011-JAN2018-2018058,03/14/2018,12060-20560-82079-2018,34,12060-20560-82079-170005,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2018-170005-,301889.9500,4/18/2018,National School Lunch,LNCH_0021-FEB2018-2018086,2018/04/18 #: LNCH_0021-FEB2018-2018086,04/18/2018,12060-20560-82079-2018,34,12060-20560-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2018-170005-,280751.1200,5/16/2018,National School Lunch,LNCH_0031-MAR2018-2018122,2018/05/16 #: LNCH_0031-MAR2018-2018122,05/16/2018,12060-20560-82079-2018,34,12060-20560-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,002,02,1,03400,12060-20560-82079-2018-170005-,262781.0500,6/11/2018,National School Lunch,LNCH_0041-APR2018-2018156,2018/06/11 #: LNCH_0041-APR2018-2018156,06/11/2018,12060-20560-82079-2018,34,12060-20560-82079-170005,SDE000000000002,55050,QE-4 06/30,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2017-170002-,125000.0000,7/25/2017,Title I Improving Basic Programs,CM_SDE_AUG2017_00002_2017206,2017/07/25 #: CM_SDE_AUG2017_00002_2017206,07/25/2017,12060-20679-82070-2017,34,12060-20679-82070-170002,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2017-170002-,150000.0000,8/23/2017,Title I Improving Basic Programs,CM_SDE_SEP2017_00002_2017235,2017/08/23 #: CM_SDE_SEP2017_00002_2017235,08/23/2017,12060-20679-82070-2017,34,12060-20679-82070-170002,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2017-170002-,25000.0000,9/22/2017,Title I Improving Basic Programs,CM_SDE_OCT2017_00002_2017265,2017/09/22 #: CM_SDE_OCT2017_00002_2017265,09/22/2017,12060-20679-82070-2017,34,12060-20679-82070-170002,SDE000000000002,55050,QE-1 09/30,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2017-170002-,25000.0000,10/23/2017,Title I Improving Basic Programs,CM_SDE_NOV2017_00002_2017296,2017/10/23 #: CM_SDE_NOV2017_00002_2017296,10/23/2017,12060-20679-82070-2017,34,12060-20679-82070-170002,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2017-170002-,100000.0000,11/21/2017,Title I Improving Basic Programs,CM_SDE_DEC2017_00002_2017325,2017/11/21 #: CM_SDE_DEC2017_00002_2017325,11/21/2017,12060-20679-82070-2017,34,12060-20679-82070-170002,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2017-170002-,103176.0000,12/20/2017,Title I Improving Basic Programs,CM_SDE_JAN2018_00002_2017354,2017/12/20 #: CM_SDE_JAN2018_00002_2017354,12/20/2017,12060-20679-82070-2017,34,12060-20679-82070-170002,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2018-170002-,295000.0000,11/21/2017,Title I Improving Basic Programs,CM_SDE_DEC2017_00003_2017325,2017/11/21 #: CM_SDE_DEC2017_00003_2017325,11/21/2017,12060-20679-82070-2018,34,12060-20679-82070-170002,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2018-170002-,110000.0000,12/20/2017,Title I Improving Basic Programs,CM_SDE_JAN2018_00003_2017354,2017/12/20 #: CM_SDE_JAN2018_00003_2017354,12/20/2017,12060-20679-82070-2018,34,12060-20679-82070-170002,SDE000000000002,55050,QE-2 12/31,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2018-170002-,65900.0000,1/23/2018,Title I Improving Basic Programs,CM_SDE_FEB2018_00005_2018023,2018/01/23 #: CM_SDE_FEB2018_00005_2018023,01/23/2018,12060-20679-82070-2018,34,12060-20679-82070-170002,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2018-170002-,197600.0000,2/21/2018,Title I Improving Basic Programs,CM_SDE_MAR2018_00006_2018052,2018/02/21 #: CM_SDE_MAR2018_00006_2018052,02/21/2018,12060-20679-82070-2018,34,12060-20679-82070-170002,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2018-170002-,184500.0000,3/19/2018,Title I Improving Basic Programs,CM_SDE_APR2018_00008_2018078,2018/03/19 #: CM_SDE_APR2018_00008_2018078,03/19/2018,12060-20679-82070-2018,34,12060-20679-82070-170002,SDE000000000002,55050,QE-3 03/31,
34,Danbury,0000000034,001,00,1,,12060-20679-82070-2018-170002-,125000.0000,4/23/2018,Title I Improving Basic Programs,CM_SDE_MAY2018_00009_2018113,2018/04/23 #: CM_SDE_MAY2018_00009_2018113,04/23/2018,12060-20679-82070-2018,34,12060-20679-82070-170002,SDE000000000002,55050,QE-4 06/30,
