FYEAR,VName,GrantName,Payment
2007,East Lyme,YOUTH SERVICE BUREAU,20967.0
2007,East Windsor,ADULT EDUCATION   COOPERATIVE,13247.0
2007,East Windsor,CHILD NUTRITION STATE MATCHING GRANT,7081.0
2007,East Windsor,EDUCATION EQUALIZATION,4619977.0
2007,East Windsor,FAMILY RESOURCE CENTER PGM,102250.0
2007,East Windsor,IDEA  PART B  SECTION,16346.0
2007,East Windsor,IDEA PART B  SECTION,345618.0
2007,East Windsor,MAGNET SCHOOL TRANSPORTATION,1300.0
2007,East Windsor,MATH   SCIENCE CHALLENGE PILOT,54000.0
2007,East Windsor,NATIONAL SCHOOL LUNCH,135677.42999999996
2007,East Windsor,OPEN CHOICE PROGRAM RECEIVING DIST,99948.0
2007,East Windsor,SPEC ED AG  PLACEMENTS   EXCESS COST,185735.0
2007,East Windsor,SPEC ED AG PLACEMENTS   EXCESS COST,631903.0
2007,East Windsor,SPECIAL MILK PROGRAM FOR CHILDREN,2055.91
2007,East Windsor,TITLE I IMPROVING BASIC PROGRAMS,106514.0
2007,East Windsor,TITLE II PART A TEACHERS,44323.0
2007,East Windsor,TITLE II PART D TECHNOLOGY,2866.0
2007,East Windsor,TITLE IV   SAFE   DRUG FREE SCHOOLS,9648.0
2007,East Windsor,TITLE V INNOVATIVE EDUCATION STRATEGIES,4501.0
2007,East Windsor,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,190133.0
2007,Eastford,ADULT EDUCATION   COOPERATIVE,2279.0
2007,Eastford,EDUCATION EQUALIZATION,945585.0
2007,Eastford,IDEA  PART B  SECTION,2071.0
2007,Eastford,IDEA PART B  SECTION,37923.0
2007,Eastford,PRIMARY MENTAL HEALTH,12711.0
2007,Eastford,PRIMARY MENTAL HEALTH PROGRAM,1492.0
2007,Eastford,SPEC ED AG PLACEMENTS   EXCESS COST,23058.0
2007,Eastford,SPECIAL ED EXCESS COST EQUITY,10994.0
2007,Eastford,SPECIAL MILK PROGRAM FOR CHILDREN,6124.819999999999
2007,Eastford,TITLE I IMPROVING BASIC PROGRAMS,30430.0
2007,Eastford,TITLE II PART A TEACHERS,6055.0
2007,Eastford,TITLE II PART D TECHNOLOGY,380.0
2007,Eastford,TITLE IV   SAFE   DRUG FREE SCHOOLS,983.0
2007,Eastford,TITLE V INNOVATIVE EDUCATION STRATEGIES,253.0
2007,Eastford,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,46777.0
2007,Ellington,ADULT EDUCATION   COOPERATIVE,13163.0
2007,Ellington,CARL D PERKINS VOC    TECH  EDUC  ACT,19264.0
2007,Ellington,CHILD NUTRITION STATE MATCHING GRANT,9887.0
2007,Ellington,EDUCATION EQUALIZATION,8007442.0
2007,Ellington,IDEA  PART B  SECTION,11980.0
2007,Ellington,IDEA PART B  SECTION,391226.0
2007,Ellington,MAGNET SCHOOL TRANSPORTATION,2600.0
2007,Ellington,NATIONAL SCHOOL LUNCH,85081.42
2007,Ellington,OPEN CHOICE PROGRAM RECEIVING DIST,20000.0
2007,Ellington,SPEC ED AG  PLACEMENTS   EXCESS COST,145178.0
2007,Ellington,SPEC ED AG PLACEMENTS   EXCESS COST,124235.0
2007,Ellington,SPECIAL MILK PROGRAM FOR CHILDREN,1963.09
2007,Ellington,TITLE I IMPROVING BASIC PROGRAMS,99450.0
2007,Ellington,TITLE II PART A TEACHERS,55911.0
2007,Ellington,TITLE II PART D TECHNOLOGY,1649.0
2007,Ellington,TITLE IV   SAFE   DRUG FREE SCHOOLS,6999.0
2007,Ellington,TITLE V INNOVATIVE EDUCATION STRATEGIES,3454.0
2007,Ellington,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,313149.0
2007,Ellington,YOUTH SERVICE BUREAU,14000.0
2007,Enfield,ADULT EDUC COOPERATING ELIGIBLE ENTITY,10979.0
2007,Enfield,ADULT EDUCATION   PROVIDER,74332.0
2007,Enfield,AFTER SCHOOL PROGRAM,150000.0
2007,Enfield,CARL D PERKINS VOC    TECH  EDUC  ACT,45412.0
2007,Enfield,CHILD   ADULT CARE   CASH IN LIEU COMMOD,8464.0
2007,Enfield,CHILD   ADULT FOOD PROGRAM   PGM,127156.0
2007,Enfield,CHILD NUTRITION STATE MATCHING GRANT,30851.0
2007,Enfield,EARLY READING SUCCESS   COMPETITIVE,100000.0
2007,Enfield,EDUCATION EQUALIZATION,24331338.0
2007,Enfield,FAMILY RESOURCE CENTER PGM,102250.0
2007,Enfield,IDEA  PART B  SECTION,53657.0
2007,Enfield,IDEA PART B  SECTION,1358938.0
2007,Enfield,LEARN AND SERVE AMERICA K  SCHOOL BASE,20000.0
2007,Enfield,MAGNET SCHOOL TRANSPORTATION,6500.0
2007,Enfield,MINOR CAPITAL IMPRV    WIRING SCH  READ,32817.0
2007,Enfield,NATIONAL SCHOOL LUNCH,525450.3400000001
2007,Enfield,NONPUBLIC HEALTH SERVICES,82516.0
2007,Enfield,OPEN CHOICE PROGRAM RECEIVING DIST,171894.0
2007,Enfield,SCHOOL BREAKFAST PROGRAM,32719.04
2007,Enfield,SCHOOL READINESS  SEVERE NEED SCHOOLS,136542.0
2007,Enfield,SPEC ED AG  PLACEMENTS   EXCESS COST,280665.0
2007,Enfield,SPEC ED AG PLACEMENTS   EXCESS COST,501258.0
2007,Enfield,SPECIAL MILK PROGRAM FOR CHILDREN,7730.92
2007,Enfield,ST CENTURY COMMUNITY LEARNING CENTERS,176120.0
2007,Enfield,STATE FUNDS FOR TECH  INFRASTRUCTURE,148000.0
2007,Enfield,STATE SCHOOL BREAKFAST,3902.0
2007,Enfield,TITLE I IMPROVING BASIC PROGRAMS,207861.0
2007,Enfield,TITLE II PART A TEACHERS,159568.0
2007,Enfield,TITLE II PART D TECHNOLOGY,1262.0
2007,Enfield,TITLE IV   SAFE   DRUG FREE SCHOOLS,25872.0
2007,Enfield,TITLE V INNOVATIVE EDUCATION STRATEGIES,17408.0
2007,Enfield,TRANSPORTATION NONPUBLIC,105985.0
2007,Enfield,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,660521.0
2007,Enfield,YOUTH SERVICE BUREAU,34348.0
2007,Fairfield,ADULT EDUCATION   PROVIDER,9286.0
2007,Fairfield,CARL D PERKINS VOC    TECH  EDUC  ACT,63743.0
2007,Fairfield,CHILD NUTRITION STATE MATCHING GRANT,24161.0
2007,Fairfield,EDUCATION EQUALIZATION,2600786.0
2007,Fairfield,IDEA  PART B  SECTION,66133.0
2007,Fairfield,IDEA PART B  SECTION,2280048.0
2007,Fairfield,INTERDISTRICT COOPERATIVE,37128.0
2007,Fairfield,MAGNET SCHOOL TRANSPORTATION,85800.0
2007,Fairfield,NATIONAL SCHOOL LUNCH,267314.78
2007,Fairfield,NONPUBLIC HEALTH SERVICES,75423.0
2007,Fairfield,OPEN CHOICE PROGRAM RECEIVING DIST,157407.0
2007,Fairfield,SCHOOL BREAKFAST PROGRAM,3960.75
2007,Fairfield,SPEC ED AG  PLACEMENTS   EXCESS COST,113609.0
2007,Fairfield,SPEC ED AG PLACEMENTS   EXCESS COST,1481118.0
2007,Fairfield,SPECIAL ED EXCESS COST EQUITY,33671.0
2007,Fairfield,TITLE I IMPROVING BASIC PROGRAMS,316923.0
2007,Fairfield,TITLE II PART A TEACHERS,170084.0
2007,Fairfield,TITLE II PART D TECHNOLOGY,4676.0
2007,Fairfield,TITLE III PART A ENGLISH LANG  ACQUIS,21029.0
2007,Fairfield,TITLE IV   SAFE   DRUG FREE SCHOOLS,23454.0
2007,Fairfield,TITLE V INNOVATIVE EDUCATION STRATEGIES,8352.0
2007,Fairfield,TRANSPORTATION NONPUBLIC,1.0
2007,Fairfield,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,7251.0
2007,Fairfield,YOUTH SERVICE BUREAU,28715.0
2007,Farmington,ADULT EDUCATION   PROVIDER,3501.0
2007,Farmington,CARL D PERKINS VOC    TECH  EDUC  ACT,26022.0
2007,Farmington,CHILD NUTRITION STATE MATCHING GRANT,16877.0
2007,Farmington,EDUCATION EQUALIZATION,1099629.0
2007,Farmington,FRESH FRUIT   VEGETABLE PROGRAM,29222.0
2007,Farmington,HEALTHY FOODS GRANT,36084.0
2007,Farmington,IDEA  PART B  SECTION,25779.0
2007,Farmington,IDEA PART B  SECTION,581611.0
2007,Farmington,INTERDISTRICT COOPERATIVE,322743.0
2007,Farmington,MAGNET SCHOOL TRANSPORTATION,20800.0
2007,Farmington,NATIONAL SCHOOL LUNCH,163039.38999999998
2007,Farmington,OPEN CHOICE PROGRAM RECEIVING DIST,215572.0
2007,Farmington,SPEC ED AG  PLACEMENTS   EXCESS COST,74846.0
2007,Farmington,SPEC ED AG PLACEMENTS   EXCESS COST,422867.0
2007,Farmington,SPECIAL MILK PROGRAM FOR CHILDREN,1919.1200000000003
2007,Farmington,STATE FUNDS FOR TECH  INFRASTRUCTURE,147215.0
2007,Farmington,TITLE I IMPROVING BASIC PROGRAMS,104108.0
2007,Farmington,TITLE II PART A TEACHERS,56020.0
2007,Farmington,TITLE II PART D TECHNOLOGY,759.0
2007,Farmington,TITLE IV   SAFE   DRUG FREE SCHOOLS,10279.0
2007,Farmington,TITLE V INNOVATIVE EDUCATION STRATEGIES,6963.0
2007,Farmington,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,77569.0
2007,Farmington,YOUTH SERVICE BUREAU,14000.0
2007,Franklin,ADULT EDUCATION   COOPERATIVE,2703.0
2007,Franklin,CHILD NUTRITION STATE MATCHING GRANT,783.0
2007,Franklin,EDUCATION EQUALIZATION,784139.0
2007,Franklin,HEALTHY FOODS GRANT,1675.0
2007,Franklin,IDEA  PART B  SECTION,1617.0
2007,Franklin,IDEA PART B  SECTION,24420.0
2007,Franklin,NATIONAL SCHOOL LUNCH,7187.01
2007,Franklin,SPEC ED AG PLACEMENTS   EXCESS COST,118801.0
2007,Franklin,TITLE II PART A TEACHERS,4456.0
2007,Franklin,TITLE IV   SAFE   DRUG FREE SCHOOLS,477.0
2007,Franklin,TITLE V INNOVATIVE EDUCATION STRATEGIES,509.0
2007,Franklin,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,40232.0
2007,Glastonbury,ADULT EDUCATION   COOPERATIVE,5968.0
2007,Glastonbury,CARL D PERKINS VOC    TECH  EDUC  ACT,34889.0
2007,Glastonbury,CHILD NUTRITION STATE MATCHING GRANT,21745.0
2007,Glastonbury,COMPUTER ASSISTED WRITING  INSTR  TEST,25000.0
2007,Glastonbury,EDUCATION EQUALIZATION,3883681.0
2007,Glastonbury,EMERGENCY IMPACT AID DISPLACED STUDENTS,11140.0
2007,Glastonbury,HEALTHY FOODS GRANT,46491.0
2007,Glastonbury,IDEA  PART B  SECTION,31957.0
2007,Glastonbury,IDEA PART B  SECTION,1059223.0
2007,Glastonbury,MAGNET SCHOOL TRANSPORTATION,292500.0
2007,Glastonbury,NATIONAL SCHOOL LUNCH,190080.48
2007,Glastonbury,OPEN CHOICE PROGRAM RECEIVING DIST,93731.0
2007,Glastonbury,SCHOOL BREAKFAST PROGRAM,7157.72
2007,Glastonbury,SPEC ED AG  PLACEMENTS   EXCESS COST,88118.0
2007,Glastonbury,SPEC ED AG PLACEMENTS   EXCESS COST,1270951.0
2007,Glastonbury,TITLE II PART A TEACHERS,95034.0
2007,Glastonbury,TITLE III PART A ENGLISH LANG  ACQUIS,41213.0
2007,Glastonbury,TITLE IV   SAFE   DRUG FREE SCHOOLS,9801.0
2007,Glastonbury,TITLE V INNOVATIVE EDUCATION STRATEGIES,8774.0
2007,Glastonbury,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,226780.0
2007,Glastonbury,VOCATIONAL AGRICULTURE,50249.0
2007,Glastonbury,YOUTH SERVICE BUREAU,20185.0
2007,Granby,ADULT EDUCATION   COOPERATIVE,3013.0
2007,Granby,CHILD NUTRITION STATE MATCHING GRANT,5311.0
2007,Granby,EDUCATION EQUALIZATION,4197712.0
2007,Granby,IDEA  PART B  SECTION,11783.0
2007,Granby,IDEA PART B  SECTION,334286.0
2007,Granby,INTERDISTRICT COOPERATIVE,128568.0
2007,Granby,MAGNET SCHOOL TRANSPORTATION,19500.0
2007,Granby,NATIONAL SCHOOL LUNCH,48756.42
2007,Granby,OPEN CHOICE PROGRAM RECEIVING DIST,120273.0
2007,Granby,SPEC ED AG  PLACEMENTS   EXCESS COST,38086.0
2007,Granby,SPEC ED AG PLACEMENTS   EXCESS COST,110828.0
2007,Granby,TITLE I IMPROVING BASIC PROGRAMS,40000.0
2007,Granby,TITLE II PART A TEACHERS,26949.0
2007,Granby,TITLE II PART D TECHNOLOGY,282.0
2007,Granby,TITLE IV   SAFE   DRUG FREE SCHOOLS,4117.0
2007,Granby,TITLE V INNOVATIVE EDUCATION STRATEGIES,1300.0
2007,Granby,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,144089.0
2007,Granby,YOUTH SERVICE BUREAU,14000.0
2007,Greenwich,BILINGUAL EDUCATION,35549.0
2007,Greenwich,CARL D PERKINS VOC    TECH  EDUC  ACT,77546.0
2007,Greenwich,CHILD NUTRITION STATE MATCHING GRANT,25999.0
2007,Greenwich,EARLY READING SUCCESS   COMPETITIVE,39383.0
2007,Greenwich,EDUCATION EQUALIZATION,2063004.0
2007,Greenwich,EMERGENCY IMPACT AID DISPLACED STUDENTS,13750.0
2007,Greenwich,IDEA  PART B  SECTION,45000.0
2007,Greenwich,IDEA PART B  SECTION,1750701.0
2007,Greenwich,IMMIGRANT   YOUTH EDUCATION PROGRAM,44022.0
2007,Greenwich,NATIONAL SCHOOL LUNCH,318194.89999999997
2007,Greenwich,NONPUBLIC HEALTH SERVICES,5798.0
2007,Greenwich,SCHOOL BREAKFAST PROGRAM,2723.4900000000002
2007,Greenwich,SCHOOL READINESS  SEVERE NEED SCHOOLS,107000.0
2007,Greenwich,SPEC ED AG  PLACEMENTS   EXCESS COST,141486.0
2007,Greenwich,SPEC ED AG PLACEMENTS   EXCESS COST,1426793.0
2007,Greenwich,SPECIAL ED EXCESS COST EQUITY,66596.0
2007,Greenwich,STATE SCHOOL BREAKFAST,3207.0
2007,Greenwich,TITLE I IMPROVING BASIC PROGRAMS,393404.0
2007,Greenwich,TITLE II PART A TEACHERS,260397.0
2007,Greenwich,TITLE II PART D TECHNOLOGY,6111.0
2007,Greenwich,TITLE III PART A ENGLISH LANG  ACQUIS,98964.0
2007,Greenwich,TITLE IV   SAFE   DRUG FREE SCHOOLS,39491.0
2007,Greenwich,TITLE V INNOVATIVE EDUCATION STRATEGIES,5040.0
2007,Griswold,ADULT EDUCATION   COOPERATIVE,50886.0
2007,Griswold,CARL D PERKINS VOC    TECH  EDUC  ACT,22471.0
2007,Griswold,CHILD NUTRITION STATE MATCHING GRANT,8333.0
2007,Griswold,EDUCATION EQUALIZATION,9517549.0
2007,Griswold,EMERGENCY IMPACT AID DISPLACED STUDENTS,9750.0
2007,Griswold,FRESH FRUIT   VEGETABLE PROGRAM,31086.0
2007,Griswold,IDEA  PART B  SECTION,13905.0
2007,Griswold,IDEA PART B  SECTION,173593.0
2007,Griswold,NATIONAL SCHOOL LUNCH,162733.21000000002
2007,Griswold,NONPUBLIC HEALTH SERVICES,18734.0
2007,Griswold,PRIMARY MENTAL HEALTH,17900.0
2007,Griswold,PRIMARY MENTAL HEALTH PROGRAM,2100.0
2007,Griswold,SCHOOL BREAKFAST PROGRAM,24865.77
2007,Griswold,SCHOOL READINESS  SEVERE NEED SCHOOLS,107000.0
2007,Griswold,SPEC ED AG  PLACEMENTS   EXCESS COST,198641.0
2007,Griswold,SPEC ED AG PLACEMENTS   EXCESS COST,78942.0
2007,Griswold,SPECIAL ED EXCESS COST EQUITY,11837.0
2007,Griswold,SPECIAL MILK PROGRAM FOR CHILDREN,2156.45
2007,Griswold,STATE FUNDS FOR TECH  INFRASTRUCTURE,126525.0
2007,Griswold,TITLE I IMPROVING BASIC PROGRAMS,297702.0
2007,Griswold,TITLE II PART A TEACHERS,83941.0
2007,Griswold,TITLE II PART D TECHNOLOGY,3912.0
2007,Griswold,TITLE IV   SAFE   DRUG FREE SCHOOLS,13931.0
2007,Griswold,TITLE V INNOVATIVE EDUCATION STRATEGIES,2500.0
2007,Griswold,TRANSPORTATION NONPUBLIC,7838.0
2007,Griswold,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,363266.0
2007,Griswold,YOUNG PARENTS PROGRAM,16381.0
2007,Griswold,YOUTH SERVICE BUREAU,14000.0
2007,Groton,ADULT EDUCATION   COOPERATIVE,65633.0
2007,Groton,ADULT EDUCATION   PROVIDER,26467.0
2007,Groton,CARL D PERKINS VOC    TECH  EDUC  ACT,56508.0
2007,Groton,CHILD   ADULT CARE   CASH IN LIEU COMMOD,4850.0
2007,Groton,CHILD   ADULT CARE FOOD PROG ADMIN,577.0
2007,Groton,CHILD   ADULT FOOD PROGRAM   PGM,26654.0
2007,Groton,CHILD NUTRITION STATE MATCHING GRANT,21194.0
2007,Groton,EARLY READING SUCCESS   COMPETITIVE,57901.0
2007,Groton,EDUCATION EQUALIZATION,23258804.0
2007,Groton,EMERGENCY IMPACT AID DISPLACED STUDENTS,22500.0
2007,Groton,FAMILY RESOURCE CENTER PGM,102250.0
2007,Groton,HEALTHY FOODS GRANT,45313.0
2007,Groton,IDEA  PART B  SECTION,60341.0
2007,Groton,IDEA PART B  SECTION,1194249.0
2007,Groton,MAGNET SCHOOL TRANSPORTATION,99533.0
2007,Groton,NATIONAL SCHOOL LUNCH,456011.67
2007,Groton,NONPUBLIC HEALTH SERVICES,26956.0
2007,Groton,OPEN CHOICE PROGRAM RECEIVING DIST,6000.0
2007,Groton,SCHOOL BREAKFAST PROGRAM,46545.7
2007,Groton,SCHOOL READINESS  SEVERE NEED SCHOOLS,136542.0
2007,Groton,SPEC ED AG  PLACEMENTS   EXCESS COST,537902.0
2007,Groton,SPEC ED AG PLACEMENTS   EXCESS COST,652009.0
2007,Groton,SPECIAL ED EXCESS COST EQUITY,65961.0
2007,Groton,SPECIAL MILK PROGRAM FOR CHILDREN,5126.500000000001
2007,Groton,ST CENTURY COMMUNITY LEARNING CENTERS,179949.0
2007,Groton,STATE FUNDS FOR TECH  INFRASTRUCTURE,116322.0
2007,Groton,STATE SCHOOL BREAKFAST,13858.0
2007,Groton,SUMMER FOOD SERVICE PROG   ADMIN,2741.0
2007,Groton,SUMMER FOOD SERVICE PROGRAM   OPR,37351.0
2007,Groton,TITLE I IMPROVING BASIC PROGRAMS,527569.0
2007,Groton,TITLE II PART A TEACHERS,138761.0
2007,Groton,TITLE II PART D TECHNOLOGY,1000.0
2007,Groton,TITLE III PART A ENGLISH LANG  ACQUIS,14182.0
2007,Groton,TITLE IV   SAFE   DRUG FREE SCHOOLS,17000.0
2007,Groton,TITLE V INNOVATIVE EDUCATION STRATEGIES,2000.0
2007,Groton,TRANSPORTATION NONPUBLIC,41738.0
2007,Groton,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,487044.0
2007,Groton,YOUTH SERVICE BUREAU,31417.0
2007,Guilford,ADULT EDUCATION   COOPERATIVE,4571.0
2007,Guilford,CHILD NUTRITION STATE MATCHING GRANT,9316.0
2007,Guilford,EDUCATION EQUALIZATION,2884466.0
2007,Guilford,HEALTHY FOODS GRANT,19919.0
2007,Guilford,IDEA  PART B  SECTION,23667.0
2007,Guilford,IDEA PART B  SECTION,669950.0
2007,Guilford,MAGNET SCHOOL TRANSPORTATION,16600.0
2007,Guilford,NATIONAL SCHOOL LUNCH,86795.62000000001
2007,Guilford,SPEC ED AG  PLACEMENTS   EXCESS COST,83549.0
2007,Guilford,SPEC ED AG PLACEMENTS   EXCESS COST,441511.0
2007,Guilford,SPECIAL ED EXCESS COST EQUITY,197.0
2007,Guilford,STATE FUNDS FOR TECH  INFRASTRUCTURE,52116.0
2007,Guilford,TITLE I IMPROVING BASIC PROGRAMS,184849.0
2007,Guilford,TITLE II PART A TEACHERS,86068.0
2007,Guilford,TITLE II PART D TECHNOLOGY,2841.0
2007,Guilford,TITLE IV   SAFE   DRUG FREE SCHOOLS,9317.0
2007,Guilford,TITLE V INNOVATIVE EDUCATION STRATEGIES,2157.0
2007,Guilford,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,89454.0
2007,Guilford,YOUTH SERVICE BUREAU,25133.0
2007,Hamden,ADULT EDUCATION,155000.0
2007,Hamden,ADULT EDUCATION   PROVIDER,180820.0
2007,Hamden,CARL D PERKINS VOC    TECH  EDUC  ACT,91310.0
2007,Hamden,CHILD   ADULT CARE   CASH IN LIEU COMMOD,739.0
2007,Hamden,CHILD   ADULT FOOD PROGRAM   PGM,13117.0
2007,Hamden,CHILD NUTRITION STATE MATCHING GRANT,28145.0
2007,Hamden,EARLY READING SUCCESS   COMPETITIVE,100000.0
2007,Hamden,EDUCATION EQUALIZATION,19511592.0
2007,Hamden,FAMILY RESOURCE CENTER PGM,102250.0
2007,Hamden,IDEA  PART B  SECTION,58238.0
2007,Hamden,IDEA PART B  SECTION,1687604.0
2007,Hamden,IMMIGRANT   YOUTH EDUCATION PROGRAM,37680.0
2007,Hamden,MAGNET SCHOOL TRANSPORTATION,70000.0
2007,Hamden,MATHEMATICS AND SCIENCE PARTNERSHIP PGM,102933.0
2007,Hamden,MINOR CAPITAL IMPRV    WIRING SCH  READ,31400.0
2007,Hamden,NATIONAL SCHOOL LUNCH,703220.71
2007,Hamden,NONPUBLIC HEALTH SERVICES,175073.0
2007,Hamden,OPEN CHOICE PROGRAM RECEIVING DIST,227788.0
2007,Hamden,SCHOOL BREAKFAST PROGRAM,192039.17
2007,Hamden,SCHOOL READINESS  SEVERE NEED SCHOOLS,136542.0
2007,Hamden,SPEC ED AG  PLACEMENTS   EXCESS COST,753990.0
2007,Hamden,SPEC ED AG PLACEMENTS   EXCESS COST,604741.0
2007,Hamden,SPECIAL ED EXCESS COST EQUITY,254725.0
2007,Hamden,SPED ED AG  PLACEMENTS   EXCESS COST,44665.0
2007,Hamden,STATE FUNDS FOR TECH  INFRASTRUCTURE,20677.0
2007,Hamden,STATE SCHOOL BREAKFAST,28247.0
2007,Hamden,TITLE I IMPROVING BASIC PROGRAMS,994622.0
2007,Hamden,TITLE II  D  ENHANC  EDUC  THRU TECH,19308.0
2007,Hamden,TITLE II PART A TEACHERS,205235.0
2007,Hamden,TITLE II PART D TECHNOLOGY,6840.0
2007,Hamden,TITLE III PART A ENGLISH LANG  ACQUIS,24755.0
2007,Hamden,TITLE IV   SAFE   DRUG FREE SCHOOLS,26811.0
2007,Hamden,TITLE V INNOVATIVE EDUCATION STRATEGIES,13007.0
2007,Hamden,TRANSPORTATION NONPUBLIC,189505.0
2007,Hamden,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,940539.0
2007,Hamden,YOUTH SERVICE BUREAU,37251.0
2007,Hartford,ADULT EDUC COOPERATING ELIGIBLE ENTITY,231356.0
2007,Hartford,ADULT EDUCATION,88745.0
2007,Hartford,ADULT EDUCATION   PROVIDER,3400389.0
2007,Hartford,BILINGUAL EDUCATION,402856.0
2007,Hartford,CARL D PERKINS VOC    TECH  EDUC  ACT,904189.0
2007,Hartford,CHILD   ADULT CARE   CASH IN LIEU COMMOD,7168.0
2007,Hartford,CHILD   ADULT FOOD PROGRAM   PGM,148504.0
2007,Hartford,CHILD NUTRITION STATE MATCHING GRANT,165634.0
2007,Hartford,COMPREHENSIVE SCHOOL REFORM,590100.0
2007,Hartford,EARLY READING SUCCESS,3062025.0
2007,Hartford,EDUCATION EQUALIZATION,169077402.0
2007,Hartford,EDUCATION OF HOMELESS CHILDREN AND YOUTH,50310.0
2007,Hartford,EXTENDED SCHOOL HOURS,402237.0
2007,Hartford,FAMILY RESOURCE CENTER PGM,511250.0
2007,Hartford,FRESH FRUIT   VEGETABLE PROGRAM,23293.0
2007,Hartford,IDEA  PART B  SECTION,241100.0
2007,Hartford,IDEA PART B  SECTION,5860400.0
2007,Hartford,IMMIGRANT   YOUTH EDUCATION PROGRAM,270200.0
2007,Hartford,INTERDISTRICT COOPERATIVE,1000000.0
2007,Hartford,MAGNET SCHOOL OPERATING,15241486.0
2007,Hartford,MAGNET SCHOOL SUPPLEMENTAL,1900000.0
2007,Hartford,MAGNET SCHOOL TRANSPORTATION,2129400.0
2007,Hartford,MINOR CAPITAL IMPRV    WIRING SCH  READ,230091.0
2007,Hartford,NATIONAL SCHOOL LUNCH,7773105.35
2007,Hartford,NONPUBLIC HEALTH SERVICES,53894.0
2007,Hartford,OPEN CHOICE PROGRAM RECEIVING DIST,2000.0
2007,Hartford,PRIMARY MENTAL HEALTH PROGRAM,12000.0
2007,Hartford,PRIORITY SCHOOL DISTRICTS,6625101.0
2007,Hartford,QUALITY ENHANCEMENT GRANT,95000.0
2007,Hartford,SCHOOL ACCOUNTABILITY   SUMMER SCHOOL,463648.0
2007,Hartford,SCHOOL BREAKFAST PROGRAM,1861292.8900000001
2007,Hartford,SCHOOL READINESS,8677356.0
2007,Hartford,SPEC ED AG  PLACEMENTS   EXCESS COST,6456917.0
2007,Hartford,SPEC ED AG PLACEMENTS   EXCESS COST,1447333.0
2007,Hartford,SPECIAL ED EXCESS COST EQUITY,946733.0
2007,Hartford,STATE FUNDS FOR TECH  INFRASTRUCTURE,57978.0
2007,Hartford,STATE SCHOOL BREAKFAST,188696.0
2007,Hartford,SUMMER FOOD SERVICE PROG   ADMIN,20298.0
2007,Hartford,SUMMER FOOD SERVICE PROGRAM   OPR,236218.0
2007,Hartford,TITLE I  PART B READING FIRST,384600.0
2007,Hartford,TITLE I IMPROVING BASIC PROGRAMS,20747000.0
2007,Hartford,TITLE I PART A  SCHOOL IMPROVEMENT,656100.0
2007,Hartford,TITLE I PART A IMPROVING BASIC SKILLS,39600.0
2007,Hartford,TITLE I PART B  READING FIRST,768200.0
2007,Hartford,TITLE II PART A TEACHERS,4709200.0
2007,Hartford,TITLE II PART D TECHNOLOGY,227500.0
2007,Hartford,TITLE III PART A ENGLISH LANG  ACQUIS,640631.0
2007,Hartford,TITLE IV   SAFE   DRUG FREE SCHOOLS,364300.0
2007,Hartford,TITLE V INNOVATIVE EDUCATION STRATEGIES,79400.0
2007,Hartford,TRANSPORTATION NONPUBLIC,13589.0
2007,Hartford,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,3111337.0
2007,Hartford,YOUNG ADULT LEARNER,70000.0
2007,Hartford,YOUNG PARENTS PROGRAM,16381.0
2007,Hartford,YOUTH SERVICE BUREAU,160575.0
2007,Hartland,ADULT EDUCATION   COOPERATIVE,1780.0
2007,Hartland,EDUCATION EQUALIZATION,1207814.0
2007,Hartland,SPEC ED AG  PLACEMENTS   EXCESS COST,25062.0
2007,Hartland,SPECIAL ED EXCESS COST EQUITY,2358.0
2007,Hartland,SPECIAL MILK PROGRAM FOR CHILDREN,2399.6
2007,Hartland,STATE FUNDS FOR TECH  INFRASTRUCTURE,2842.0
2007,Hartland,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,52367.0
2007,Killingly,ADULT EDUCATION   COOPERATIVE,90214.0
2007,Killingly,CARL D PERKINS VOC    TECH  EDUC  ACT,30845.0
2007,Killingly,CHILD NUTRITION STATE MATCHING GRANT,12943.0
2007,Killingly,COMPREHENSIVE SCHOOL REFORM,70322.0
2007,Killingly,COMPUTER ASSISTED WRITING  INSTR  TEST,25000.0
2007,Killingly,EARLY READING SUCCESS   COMPETITIVE,100000.0
2007,Killingly,EDUCATION EQUALIZATION,13659447.0
2007,Killingly,EDUCATION OF HOMELESS CHILDREN AND YOUTH,25310.0
2007,Killingly,FAMILY RESOURCE CENTER PGM,102250.0
2007,Killingly,IDEA  PART B  SECTION,41661.0
2007,Killingly,IDEA PART B  SECTION,714117.0
