City,report_year,index,Assignment Category,Educator Type,FTE Count,OrganizationCode,OrganizationType,Education spending,Enrollment
DARIEN,2013,Darien School District,Counselors  Social Workers  and School Psychologists,Certified,26.2,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,General Education - Teachers and Instructors,Certified,335.1,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,31.2,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,Library/Media - Support Staff,Non-Certified,4.5,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,School Nurses,Non-Certified,12.0,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,Special Education - Teachers and Instructors,Certified,69.4,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,39.0,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,139.3,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,Library/Media - Specialists (Certified),Certified,9.0,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,7.7,0350011,Public School Districts,90216733.0,4874.42
DARIEN,2013,Darien School District,Instructional Specialists Who Support Teachers,Certified,21.0,0350011,Public School Districts,90216733.0,4874.42
DERBY,2013,Derby School District,Administrators  Coordinators and Department Chairs - School Level,Certified,6.2,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,Counselors  Social Workers  and School Psychologists,Certified,9.0,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,General Education - Teachers and Instructors,Certified,86.2,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,8.5,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,Library/Media - Support Staff,Non-Certified,2.5,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,School Nurses,Non-Certified,4.3,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,Special Education - Teachers and Instructors,Certified,12.0,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,37.0,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,52.1,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,Library/Media - Specialists (Certified),Certified,1.0,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,2.4,0370011,Public School Districts,19314326.0,1613.19
DERBY,2013,Derby School District,Instructional Specialists Who Support Teachers,Certified,4.0,0370011,Public School Districts,19314326.0,1613.19
EAST GRANBY,2013,East Granby School District,Administrators  Coordinators and Department Chairs - School Level,Certified,6.2,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,Counselors  Social Workers  and School Psychologists,Certified,5.5,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,General Education - Teachers and Instructors,Certified,63.9,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,9.4,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,Library/Media - Support Staff,Non-Certified,0.0,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,School Nurses,Non-Certified,3.0,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,Special Education - Teachers and Instructors,Certified,9.0,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,29.5,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,26.5,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,Library/Media - Specialists (Certified),Certified,3.0,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.0,0400011,Public School Districts,13829200.0,901.36
EAST GRANBY,2013,East Granby School District,Instructional Specialists Who Support Teachers,Certified,1.4,0400011,Public School Districts,13829200.0,901.36
EAST HAMPTON,2013,East Hampton School District,Administrators  Coordinators and Department Chairs - School Level,Certified,7.0,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,Counselors  Social Workers  and School Psychologists,Certified,10.0,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,General Education - Teachers and Instructors,Certified,121.6,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,13.8,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,Library/Media - Support Staff,Non-Certified,1.0,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,School Nurses,Non-Certified,4.0,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,Special Education - Teachers and Instructors,Certified,23.0,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,51.2,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,79.4,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,Library/Media - Specialists (Certified),Certified,2.0,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.0,0420011,Public School Districts,29894213.0,1970.9
EAST HAMPTON,2013,East Hampton School District,Instructional Specialists Who Support Teachers,Certified,5.0,0420011,Public School Districts,29894213.0,1970.9
EAST HARTFORD,2013,East Hartford School District,Administrators  Coordinators and Department Chairs - School Level,Certified,34.9,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,Counselors  Social Workers  and School Psychologists,Certified,34.0,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,General Education - Teachers and Instructors,Certified,453.6,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,82.0,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,Library/Media - Support Staff,Non-Certified,12.0,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,School Nurses,Non-Certified,18.2,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,Special Education - Teachers and Instructors,Certified,75.5,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,85.0,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,415.0,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,Library/Media - Specialists (Certified),Certified,4.4,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,7.5,0430011,Public School Districts,100759000.0,8035.22
EAST HARTFORD,2013,East Hartford School District,Instructional Specialists Who Support Teachers,Certified,31.8,0430011,Public School Districts,100759000.0,8035.22
EAST HAVEN,2013,East Haven School District,Administrators  Coordinators and Department Chairs - School Level,Certified,17.0,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,Counselors  Social Workers  and School Psychologists,Certified,20.4,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,General Education - Teachers and Instructors,Certified,203.4,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,15.0,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,Library/Media - Support Staff,Non-Certified,3.5,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,School Nurses,Non-Certified,9.0,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,Special Education - Teachers and Instructors,Certified,29.0,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,30.5,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,112.6,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,Library/Media - Specialists (Certified),Certified,2.0,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.0,0440011,Public School Districts,48455006.0,3641.21
EAST HAVEN,2013,East Haven School District,Instructional Specialists Who Support Teachers,Certified,11.6,0440011,Public School Districts,48455006.0,3641.21
EAST LYME,2013,East Lyme School District,Administrators  Coordinators and Department Chairs - School Level,Certified,9.7,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,Counselors  Social Workers  and School Psychologists,Certified,14.5,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,General Education - Teachers and Instructors,Certified,197.2,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,6.1,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,Library/Media - Support Staff,Non-Certified,3.4,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,School Nurses,Non-Certified,5.0,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,Special Education - Teachers and Instructors,Certified,37.7,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,95.0,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,144.2,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,Library/Media - Specialists (Certified),Certified,3.8,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,5.0,0450011,Public School Districts,46632038.0,2735.37
EAST LYME,2013,East Lyme School District,Instructional Specialists Who Support Teachers,Certified,3.0,0450011,Public School Districts,46632038.0,2735.37
EAST WINDSOR,2013,East Windsor School District,Administrators  Coordinators and Department Chairs - School Level,Certified,6.1,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,Counselors  Social Workers  and School Psychologists,Certified,8.0,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,General Education - Teachers and Instructors,Certified,93.9,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,23.0,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,Library/Media - Support Staff,Non-Certified,2.0,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,School Nurses,Non-Certified,5.0,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,Special Education - Teachers and Instructors,Certified,14.5,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,32.0,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,32.0,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,Library/Media - Specialists (Certified),Certified,2.8,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,4.0,0470011,Public School Districts,22517698.0,1364.33
EAST WINDSOR,2013,East Windsor School District,Instructional Specialists Who Support Teachers,Certified,6.4,0470011,Public School Districts,22517698.0,1364.33
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),Administrators  Coordinators and Department Chairs - School Level,Certified,5.0,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),Counselors  Social Workers  and School Psychologists,Certified,9.5,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),General Education - Teachers and Instructors,Certified,27.2,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),General Education - Paraprofessional Instructional Assistants,Non-Certified,46.5,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),Library/Media - Support Staff,Non-Certified,0.0,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),School Nurses,Non-Certified,0.5,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),Special Education - Teachers and Instructors,Certified,21.4,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),Special Education - Paraprofessional Instructional Assistants,Non-Certified,1.0,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,141.7,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),Administrators  Coordinators and Department Chairs - District Central Office,Certified,5.6,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Eastern Connecticut Regional Educational Service Center (EASTCONN),Instructional Specialists Who Support Teachers,Certified,3.3,2530014,Regional Education Service Center School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Administrators  Coordinators and Department Chairs - School Level,Certified,1.0,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Counselors  Social Workers  and School Psychologists,Certified,0.8,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,General Education - Teachers and Instructors,Certified,11.4,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,2.7,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Library/Media - Support Staff,Non-Certified,0.0,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,School Nurses,Non-Certified,1.0,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Special Education - Teachers and Instructors,Certified,1.0,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,5.6,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,8.9,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Library/Media - Specialists (Certified),Certified,0.7,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,0.5,0630011,Public School Districts,4051240.0,195.7
HAMPTON,2013,Hampton School District,Instructional Specialists Who Support Teachers,Certified,0.5,0630011,Public School Districts,4051240.0,195.7
EASTFORD,2013,Eastford School District,Administrators  Coordinators and Department Chairs - School Level,Certified,0.8,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,Counselors  Social Workers  and School Psychologists,Certified,0.5,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,General Education - Teachers and Instructors,Certified,13.4,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,2.9,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,Library/Media - Support Staff,Non-Certified,0.0,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,School Nurses,Non-Certified,1.0,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,Special Education - Teachers and Instructors,Certified,2.6,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,3.8,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,9.7,0390011,Public School Districts,3864869.0,217.5
EASTFORD,2013,Eastford School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,0.5,0390011,Public School Districts,3864869.0,217.5
EASTON,2013,Easton School District,Administrators  Coordinators and Department Chairs - School Level,Certified,5.0,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,Counselors  Social Workers  and School Psychologists,Certified,3.7,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,General Education - Teachers and Instructors,Certified,65.4,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,9.7,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,Library/Media - Support Staff,Non-Certified,1.7,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,School Nurses,Non-Certified,2.0,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,Special Education - Teachers and Instructors,Certified,10.3,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,20.4,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,26.6,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,Library/Media - Specialists (Certified),Certified,1.0,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,1.0,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Easton School District,Instructional Specialists Who Support Teachers,Certified,5.6,0460011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Administrators  Coordinators and Department Chairs - School Level,Certified,7.0,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Counselors  Social Workers  and School Psychologists,Certified,6.2,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,General Education - Teachers and Instructors,Certified,81.4,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,22.2,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Library/Media - Support Staff,Non-Certified,2.0,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,School Nurses,Non-Certified,3.0,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Special Education - Teachers and Instructors,Certified,17.7,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,32.0,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,30.0,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Library/Media - Specialists (Certified),Certified,2.4,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,1.0,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Redding School District,Instructional Specialists Who Support Teachers,Certified,11.4,1170011,Public School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Administrators  Coordinators and Department Chairs - School Level,Certified,7.6,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Counselors  Social Workers  and School Psychologists,Certified,6.5,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,General Education - Teachers and Instructors,Certified,66.9,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,General Education - Paraprofessional Instructional Assistants,Non-Certified,4.0,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Library/Media - Support Staff,Non-Certified,3.0,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,School Nurses,Non-Certified,1.0,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Special Education - Teachers and Instructors,Certified,7.4,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Special Education - Paraprofessional Instructional Assistants,Non-Certified,8.0,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,116.7,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Library/Media - Specialists (Certified),Certified,2.0,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Administrators  Coordinators and Department Chairs - District Central Office,Certified,1.0,2090012,Regional School Districts,27263689.0,1478.84
EASTON,2013,Regional School District 09,Instructional Specialists Who Support Teachers,Certified,3.7,2090012,Regional School Districts,27263689.0,1478.84
LITCHFIELD,2013,EdAdvance,Counselors  Social Workers  and School Psychologists,Certified,2.5,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,EdAdvance,General Education - Teachers and Instructors,Certified,5.0,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,EdAdvance,General Education - Paraprofessional Instructional Assistants,Non-Certified,32.0,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,EdAdvance,Library/Media - Support Staff,Non-Certified,0.0,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,EdAdvance,School Nurses,Non-Certified,0.4,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,EdAdvance,Special Education - Teachers and Instructors,Certified,5.5,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,EdAdvance,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0.0,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,EdAdvance,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,174.3,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,EdAdvance,Administrators  Coordinators and Department Chairs - District Central Office,Certified,2.0,2420014,Regional Education Service Center School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Administrators  Coordinators and Department Chairs - School Level,Certified,4.2,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Counselors  Social Workers  and School Psychologists,Certified,9.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,General Education - Teachers and Instructors,Certified,89.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,0.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Library/Media - Support Staff,Non-Certified,0.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,School Nurses,Non-Certified,3.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Special Education - Teachers and Instructors,Certified,9.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,22.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,47.4,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Library/Media - Specialists (Certified),Certified,4.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Litchfield School District,Instructional Specialists Who Support Teachers,Certified,3.0,0740011,Public School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Administrators  Coordinators and Department Chairs - School Level,Certified,5.4,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Counselors  Social Workers  and School Psychologists,Certified,5.9,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,General Education - Teachers and Instructors,Certified,75.1,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,General Education - Paraprofessional Instructional Assistants,Non-Certified,3.5,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Library/Media - Support Staff,Non-Certified,2.5,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,School Nurses,Non-Certified,4.0,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Special Education - Teachers and Instructors,Certified,9.9,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Special Education - Paraprofessional Instructional Assistants,Non-Certified,16.4,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,47.8,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Library/Media - Specialists (Certified),Certified,1.0,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Administrators  Coordinators and Department Chairs - District Central Office,Certified,1.0,2060012,Regional School Districts,18545000.0,1060.11
LITCHFIELD,2013,Regional School District 06,Instructional Specialists Who Support Teachers,Certified,11.7,2060012,Regional School Districts,18545000.0,1060.11
ELLINGTON,2013,Ellington School District,Administrators  Coordinators and Department Chairs - School Level,Certified,8.4,0480011,Public School Districts,35342309.0,2788.55
ELLINGTON,2013,Ellington School District,Counselors  Social Workers  and School Psychologists,Certified,13.5,0480011,Public School Districts,35342309.0,2788.55
ELLINGTON,2013,Ellington School District,General Education - Teachers and Instructors,Certified,159.2,0480011,Public School Districts,35342309.0,2788.55
ELLINGTON,2013,Ellington School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,11.4,0480011,Public School Districts,35342309.0,2788.55
ELLINGTON,2013,Ellington School District,Library/Media - Support Staff,Non-Certified,3.8,0480011,Public School Districts,35342309.0,2788.55
ELLINGTON,2013,Ellington School District,School Nurses,Non-Certified,6.0,0480011,Public School Districts,35342309.0,2788.55
ELLINGTON,2013,Ellington School District,Special Education - Teachers and Instructors,Certified,25.0,0480011,Public School Districts,35342309.0,2788.55
