"FTE Staffing Report for 2001-02"

"District","Assignment Category","Educator Type","FTE Count"
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",146.8
="Monroe School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.2
,="Library/Media - Support Staff",="Non-Certified",9.0
,="School Nurses",="Non-Certified",8.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",56.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",93.9
="Montville School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.3
,="Library/Media - Support Staff",="Non-Certified",5.7
,="School Nurses",="Non-Certified",6.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",74.0
="Naugatuck School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0
,="Library/Media - Support Staff",="Non-Certified",1.7
,="School Nurses",="Non-Certified",15.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",167.0
="New Britain School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",79.0
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",21.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",138.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",164.8
="New Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.7
,="Library/Media - Support Staff",="Non-Certified",2.8
,="School Nurses",="Non-Certified",5.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",94.7
="New Fairfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",34.5
,="Library/Media - Support Staff",="Non-Certified",1.9
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",65.3
="New Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4
,="Library/Media - Support Staff",="Non-Certified",1.8
,="School Nurses",="Non-Certified",2.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0
="New Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",291.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",33.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",186.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",534.2
="New London School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",77.5
="New Milford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",45.5
,="Library/Media - Support Staff",="Non-Certified",6.0
,="School Nurses",="Non-Certified",5.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",122.5
="Newington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",6.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",61.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",77.3
="Newtown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",52.9
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",8.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",98.9
="Norfolk School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.1
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.0
="North Branford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.5
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",63.4
="North Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.9
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0
="North Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",35.5
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",69.5
="North Stonington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.6
="Norwalk School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",136.1
,="Library/Media - Support Staff",="Non-Certified",20.1
,="School Nurses",="Non-Certified",21.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",83.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",247.1
="Norwich Free Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",71.9
="Norwich School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",30.9
,="Library/Media - Support Staff",="Non-Certified",6.7
,="School Nurses",="Non-Certified",13.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",85.6
="Odyssey Community School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.0
="Office of Early Childhood (OEC)",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",2.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",30.8
="Old Saybrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.3
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",48.2
="Orange School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.2
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.1
="Oxford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.1
="Plainfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",52.3
,="Library/Media - Support Staff",="Non-Certified",6.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",59.9
="Plainville School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.2
,="Library/Media - Support Staff",="Non-Certified",5.8
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",68.5
="Plymouth School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.7
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",34.6
="Pomfret School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.3
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.3
="Portland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Library/Media - Support Staff",="Non-Certified",2.3
,="School Nurses",="Non-Certified",3.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",32.0
="Preston School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.6
="Putnam School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",33.9
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",41.4
="Redding School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.9
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",34.5
="Regional School District 01",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5
="Regional School District 04",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.2
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.1
="Regional School District 05",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",42.8
="Regional School District 06",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.1
,="Library/Media - Support Staff",="Non-Certified",3.4
,="School Nurses",="Non-Certified",3.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.2
="Regional School District 07",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.5
,="School Nurses",="Non-Certified",1.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.7
="Regional School District 08",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8
,="Library/Media - Support Staff",="Non-Certified",4.8
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",34.9
="Regional School District 09",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",8.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",55.0
="Regional School District 10",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
,="Library/Media - Support Staff",="Non-Certified",7.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",42.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",51.8
="Regional School District 11",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.6
,="Library/Media - Support Staff",="Non-Certified",0.4
,="School Nurses",="Non-Certified",0.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.6
="Regional School District 12",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.2
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.2
="Regional School District 13",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
,="Library/Media - Support Staff",="Non-Certified",6.5
,="School Nurses",="Non-Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.0
="Regional School District 14",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.6
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.8
="Regional School District 15",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",40.1
,="Library/Media - Support Staff",="Non-Certified",8.0
,="School Nurses",="Non-Certified",9.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",81.0
="Regional School District 16",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",6.6
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",56.6
="Regional School District 17",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Library/Media - Support Staff",="Non-Certified",8.5
,="School Nurses",="Non-Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",49.8
="Regional School District 18",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.6
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",33.5
="Regional School District 19",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",33.5
="Ridgefield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.7
,="Library/Media - Support Staff",="Non-Certified",6.0
,="School Nurses",="Non-Certified",7.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",105.5
="Rocky Hill School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
,="Library/Media - Support Staff",="Non-Certified",3.5
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",43.5
="Salem School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5
="Salisbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.2
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.7
="Scotland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.6
="Seymour School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",65.0
="Sharon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.5
="Shelton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.8
,="Library/Media - Support Staff",="Non-Certified",8.0
,="School Nurses",="Non-Certified",10.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",100.8
="Sherman School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",0.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3
="Side By Side Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",0.0
="Simsbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.7
,="Library/Media - Support Staff",="Non-Certified",7.2
,="School Nurses",="Non-Certified",8.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",76.8
="Somers School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",3.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",31.9
="South Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.9
,="Library/Media - Support Staff",="Non-Certified",8.0
,="School Nurses",="Non-Certified",8.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",104.5
="Southington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
,="Library/Media - Support Staff",="Non-Certified",9.0
,="School Nurses",="Non-Certified",12.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",69.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",116.7
="Sprague School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.8
="Stafford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.4
,="Library/Media - Support Staff",="Non-Certified",5.2
,="School Nurses",="Non-Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",39.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",51.1
="Stamford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",176.0
,="Library/Media - Support Staff",="Non-Certified",27.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",154.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",174.0
="Sterling School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0
="Stonington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.7
,="Library/Media - Support Staff",="Non-Certified",5.1
,="School Nurses",="Non-Certified",7.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",78.5
="Stratford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",14.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",139.5
="Suffield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.2
,="Library/Media - Support Staff",="Non-Certified",2.8
,="School Nurses",="Non-Certified",3.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",41.9
="The Bridge Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3
="The Gilbert School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.5
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.5
="Thomaston School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.3
,="Library/Media - Support Staff",="Non-Certified",1.5
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.8
="Thompson School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.3
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.0
="Tolland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",35.8
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",7.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",46.5
="Torrington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",37.5
,="Library/Media - Support Staff",="Non-Certified",8.0
,="School Nurses",="Non-Certified",9.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",79.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",85.3
="Trailblazers Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
="Trumbull School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.1
,="Library/Media - Support Staff",="Non-Certified",1.5
,="School Nurses",="Non-Certified",9.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",57.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",153.9
="Unified School District #1",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",3.5
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",25.8
="Unified School District #2",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.7
="Union School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.1
,="School Nurses",="Non-Certified",0.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",0.8
="Vernon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.8
,="Library/Media - Support Staff",="Non-Certified",10.5
,="School Nurses",="Non-Certified",8.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",99.8
="Voluntown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.6
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5
="Wallingford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",33.3
,="Library/Media - Support Staff",="Non-Certified",7.3
,="School Nurses",="Non-Certified",14.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",99.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",152.9
="Waterbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",45.6
,="Library/Media - Support Staff",="Non-Certified",17.6
,="School Nurses",="Non-Certified",25.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",245.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",266.3
