"FTE Staffing Report for 2002-03"

"District","Assignment Category","Educator Type","FTE Count"
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
,="Library/Media - Support Staff",="Non-Certified",1.1
,="School Nurses",="Non-Certified",2.8
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",30.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.5
,="Instructional Specialists Who Support Teachers",="Certified",0.9
,="Library/Media - Specialists (Certified)",="Certified",3.0
="East Haddam School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.1
,="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="General Education - Teachers and Instructors",="Certified",88.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",3.5
,="Special Education - Teachers and Instructors",="Certified",14.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",67.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="East Hampton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="General Education - Teachers and Instructors",="Certified",120.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Library/Media - Support Staff",="Non-Certified",3.8
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",22.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",83.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",3.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
="East Hartford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",29.8
,="Counselors  Social Workers  and School Psychologists",="Certified",30.0
,="General Education - Teachers and Instructors",="Certified",467.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",62.0
,="Library/Media - Support Staff",="Non-Certified",14.0
,="School Nurses",="Non-Certified",15.5
,="Special Education - Teachers and Instructors",="Certified",74.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",81.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",180.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.5
,="Instructional Specialists Who Support Teachers",="Certified",20.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="East Haven School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",15.6
,="Counselors  Social Workers  and School Psychologists",="Certified",20.0
,="General Education - Teachers and Instructors",="Certified",237.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",9.0
,="Special Education - Teachers and Instructors",="Certified",23.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",167.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",5.6
,="Library/Media - Specialists (Certified)",="Certified",6.4
="East Lyme School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.9
,="Counselors  Social Workers  and School Psychologists",="Certified",13.5
,="General Education - Teachers and Instructors",="Certified",207.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.5
,="Library/Media - Support Staff",="Non-Certified",5.5
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",28.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",158.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.7
,="Instructional Specialists Who Support Teachers",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",4.8
="East Windsor School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.8
,="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="General Education - Teachers and Instructors",="Certified",94.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
,="Library/Media - Support Staff",="Non-Certified",3.5
,="School Nurses",="Non-Certified",3.6
,="Special Education - Teachers and Instructors",="Certified",9.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",62.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.8
,="Counselors  Social Workers  and School Psychologists",="Certified",3.8
,="General Education - Teachers and Instructors",="Certified",4.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Teachers and Instructors",="Certified",17.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",123.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.5
,="Instructional Specialists Who Support Teachers",="Certified",1.8
="Eastford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.7
,="General Education - Teachers and Instructors",="Certified",13.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.1
,="Instructional Specialists Who Support Teachers",="Certified",0.7
,="Library/Media - Specialists (Certified)",="Certified",0.6
="Easton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",69.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",3.2
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",8.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",2.4
,="Library/Media - Specialists (Certified)",="Certified",2.0
="EdAdvance",="General Education - Teachers and Instructors",="Certified",4.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.5
,="Special Education - Teachers and Instructors",="Certified",9.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",100.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Ellington School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.3
,="Counselors  Social Workers  and School Psychologists",="Certified",10.0
,="General Education - Teachers and Instructors",="Certified",145.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.9
,="Library/Media - Support Staff",="Non-Certified",4.4
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",20.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",100.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",13.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Enfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",27.2
,="Counselors  Social Workers  and School Psychologists",="Certified",35.0
,="General Education - Teachers and Instructors",="Certified",443.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",38.9
,="Library/Media - Support Staff",="Non-Certified",13.5
,="School Nurses",="Non-Certified",18.0
,="Special Education - Teachers and Instructors",="Certified",60.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",239.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.5
,="Instructional Specialists Who Support Teachers",="Certified",10.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Essex School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.8
,="General Education - Teachers and Instructors",="Certified",35.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.3
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",1.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Explorations District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",5.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.3
="Fairfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",22.0
,="Counselors  Social Workers  and School Psychologists",="Certified",47.8
,="General Education - Teachers and Instructors",="Certified",580.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",56.8
,="Library/Media - Support Staff",="Non-Certified",17.5
,="School Nurses",="Non-Certified",15.9
,="Special Education - Teachers and Instructors",="Certified",89.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",93.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",199.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.0
,="Instructional Specialists Who Support Teachers",="Certified",33.0
,="Library/Media - Specialists (Certified)",="Certified",17.9
="Farmington School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.9
,="Counselors  Social Workers  and School Psychologists",="Certified",18.9
,="General Education - Teachers and Instructors",="Certified",284.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.3
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.7
,="Special Education - Teachers and Instructors",="Certified",20.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",177.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",4.6
,="Library/Media - Specialists (Certified)",="Certified",7.4
="Franklin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",14.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.1
,="Instructional Specialists Who Support Teachers",="Certified",0.4
="Glastonbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",21.3
,="Counselors  Social Workers  and School Psychologists",="Certified",24.3
,="General Education - Teachers and Instructors",="Certified",398.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",45.5
,="Library/Media - Support Staff",="Non-Certified",11.4
,="School Nurses",="Non-Certified",12.1
,="Special Education - Teachers and Instructors",="Certified",44.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",90.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",274.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",11.6
,="Instructional Specialists Who Support Teachers",="Certified",10.8
,="Library/Media - Specialists (Certified)",="Certified",9.0
="Granby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",10.3
,="General Education - Teachers and Instructors",="Certified",127.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
,="Library/Media - Support Staff",="Non-Certified",5.5
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",18.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",73.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",8.3
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Greenwich School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",40.6
,="Counselors  Social Workers  and School Psychologists",="Certified",58.7
,="General Education - Teachers and Instructors",="Certified",628.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",56.5
,="Library/Media - Support Staff",="Non-Certified",18.5
,="School Nurses",="Non-Certified",16.0
,="Special Education - Teachers and Instructors",="Certified",81.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",147.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",413.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",16.4
,="Instructional Specialists Who Support Teachers",="Certified",29.5
,="Library/Media - Specialists (Certified)",="Certified",22.0
="Griswold School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.4
,="Counselors  Social Workers  and School Psychologists",="Certified",12.8
,="General Education - Teachers and Instructors",="Certified",108.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",22.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",88.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Groton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",30.0
,="Counselors  Social Workers  and School Psychologists",="Certified",23.7
,="General Education - Teachers and Instructors",="Certified",373.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",47.7
,="Library/Media - Support Staff",="Non-Certified",14.6
,="School Nurses",="Non-Certified",14.6
,="Special Education - Teachers and Instructors",="Certified",53.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",121.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",185.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.0
,="Instructional Specialists Who Support Teachers",="Certified",10.3
,="Library/Media - Specialists (Certified)",="Certified",14.0
="Guilford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.0
,="Counselors  Social Workers  and School Psychologists",="Certified",21.6
,="General Education - Teachers and Instructors",="Certified",238.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.9
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",33.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",81.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",146.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.6
,="Instructional Specialists Who Support Teachers",="Certified",9.6
,="Library/Media - Specialists (Certified)",="Certified",8.0
="Hamden School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.0
,="Counselors  Social Workers  and School Psychologists",="Certified",41.8
,="General Education - Teachers and Instructors",="Certified",373.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",13.0
,="Special Education - Teachers and Instructors",="Certified",54.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",63.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",316.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",14.0
,="Instructional Specialists Who Support Teachers",="Certified",13.9
,="Library/Media - Specialists (Certified)",="Certified",12.0
="Hampton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",13.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Library/Media - Support Staff",="Non-Certified",0.5
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",1.6
,="Library/Media - Specialists (Certified)",="Certified",0.7
="Hartford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",86.2
,="Counselors  Social Workers  and School Psychologists",="Certified",142.5
,="General Education - Teachers and Instructors",="Certified",1469.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",206.0
,="Library/Media - Support Staff",="Non-Certified",6.0
,="School Nurses",="Non-Certified",135.0
,="Special Education - Teachers and Instructors",="Certified",282.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",225.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1472.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",35.8
,="Instructional Specialists Who Support Teachers",="Certified",49.1
,="Library/Media - Specialists (Certified)",="Certified",38.0
="Hartland School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.3
,="General Education - Teachers and Instructors",="Certified",20.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.6
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",1.6
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Hebron School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",66.4
,="Special Education - Teachers and Instructors",="Certified",6.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.5
,="Instructional Specialists Who Support Teachers",="Certified",4.4
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Highville Mustard Seed Charter School District",="General Education - Teachers and Instructors",="Certified",18.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3
="Integrated Day Charter School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",16.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5
,="Library/Media - Support Staff",="Non-Certified",0.8
,="School Nurses",="Non-Certified",0.6
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.1
,="Instructional Specialists Who Support Teachers",="Certified",0.2
="Interdistrict School for Arts and Comm District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",9.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.9
="Jumoke Academy District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",13.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",0.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0
="Kent School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",24.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="Library/Media - Support Staff",="Non-Certified",0.6
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",1.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Killingly School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.5
,="Counselors  Social Workers  and School Psychologists",="Certified",13.0
,="General Education - Teachers and Instructors",="Certified",185.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",24.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",117.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",5.5
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Learn",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.0
,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="General Education - Teachers and Instructors",="Certified",40.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5
,="Library/Media - Support Staff",="Non-Certified",3.4
,="School Nurses",="Non-Certified",0.4
,="Special Education - Teachers and Instructors",="Certified",22.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",111.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",3.8
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Lebanon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.4
,="Counselors  Social Workers  and School Psychologists",="Certified",8.0
,="General Education - Teachers and Instructors",="Certified",107.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",11.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",60.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Ledyard School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.0
,="Counselors  Social Workers  and School Psychologists",="Certified",15.4
,="General Education - Teachers and Instructors",="Certified",183.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.2
,="Library/Media - Support Staff",="Non-Certified",6.4
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",24.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",95.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",10.6
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Lisbon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.7
,="General Education - Teachers and Instructors",="Certified",37.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.5
,="Special Education - Teachers and Instructors",="Certified",4.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Litchfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="General Education - Teachers and Instructors",="Certified",104.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.2
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Teachers and Instructors",="Certified",8.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",43.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Madison School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.6
,="Counselors  Social Workers  and School Psychologists",="Certified",10.3
,="General Education - Teachers and Instructors",="Certified",152.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.2
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",14.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",114.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",5.3
