"FTE Staffing Report for 2003-04"

"District","Assignment Category","Educator Type","FTE Count"
,="General Education - Teachers and Instructors",="Certified",58.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.3
,="Library/Media - Support Staff",="Non-Certified",0.5
,="School Nurses",="Non-Certified",2.8
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",32.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.5
,="Instructional Specialists Who Support Teachers",="Certified",0.9
,="Library/Media - Specialists (Certified)",="Certified",3.0
="East Haddam School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.0
,="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="General Education - Teachers and Instructors",="Certified",89.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",14.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",66.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="East Hampton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="General Education - Teachers and Instructors",="Certified",117.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.6
,="Library/Media - Support Staff",="Non-Certified",3.8
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",20.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",83.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",4.2
,="Library/Media - Specialists (Certified)",="Certified",1.0
="East Hartford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",31.0
,="Counselors  Social Workers  and School Psychologists",="Certified",29.8
,="General Education - Teachers and Instructors",="Certified",466.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",80.0
,="Library/Media - Support Staff",="Non-Certified",13.0
,="School Nurses",="Non-Certified",19.0
,="Special Education - Teachers and Instructors",="Certified",73.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",90.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",189.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.0
,="Instructional Specialists Who Support Teachers",="Certified",16.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="East Haven School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",15.8
,="Counselors  Social Workers  and School Psychologists",="Certified",18.0
,="General Education - Teachers and Instructors",="Certified",235.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.1
,="Library/Media - Support Staff",="Non-Certified",4.9
,="School Nurses",="Non-Certified",9.0
,="Special Education - Teachers and Instructors",="Certified",23.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",158.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",5.6
,="Library/Media - Specialists (Certified)",="Certified",6.4
="East Lyme School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",12.5
,="General Education - Teachers and Instructors",="Certified",203.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Library/Media - Support Staff",="Non-Certified",5.5
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",26.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",88.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",162.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.6
,="Instructional Specialists Who Support Teachers",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",4.8
="East Windsor School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.8
,="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="General Education - Teachers and Instructors",="Certified",96.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.8
,="Library/Media - Support Staff",="Non-Certified",3.5
,="School Nurses",="Non-Certified",4.6
,="Special Education - Teachers and Instructors",="Certified",10.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",62.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.9
,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="General Education - Teachers and Instructors",="Certified",3.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.3
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Teachers and Instructors",="Certified",19.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",105.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",1.6
="Eastford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
,="General Education - Teachers and Instructors",="Certified",12.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",0.6
,="Library/Media - Specialists (Certified)",="Certified",0.6
="Easton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",69.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Library/Media - Support Staff",="Non-Certified",2.2
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",8.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",28.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",2.9
,="Library/Media - Specialists (Certified)",="Certified",2.0
="EdAdvance",="General Education - Teachers and Instructors",="Certified",6.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",108.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Ellington School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.3
,="Counselors  Social Workers  and School Psychologists",="Certified",10.5
,="General Education - Teachers and Instructors",="Certified",145.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.3
,="Library/Media - Support Staff",="Non-Certified",4.4
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",20.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",97.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",11.6
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Enfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",25.8
,="Counselors  Social Workers  and School Psychologists",="Certified",34.4
,="General Education - Teachers and Instructors",="Certified",429.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.9
,="Library/Media - Support Staff",="Non-Certified",13.5
,="School Nurses",="Non-Certified",18.0
,="Special Education - Teachers and Instructors",="Certified",58.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",256.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.5
,="Instructional Specialists Who Support Teachers",="Certified",10.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Essex School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.8
,="General Education - Teachers and Instructors",="Certified",36.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.9
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",1.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Explorations District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",5.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.2
="Fairfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",26.0
,="Counselors  Social Workers  and School Psychologists",="Certified",47.8
,="General Education - Teachers and Instructors",="Certified",603.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",61.6
,="Library/Media - Support Staff",="Non-Certified",19.5
,="School Nurses",="Non-Certified",17.1
,="Special Education - Teachers and Instructors",="Certified",89.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",107.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",405.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",12.0
,="Instructional Specialists Who Support Teachers",="Certified",33.5
,="Library/Media - Specialists (Certified)",="Certified",19.0
="Farmington School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",15.1
,="Counselors  Social Workers  and School Psychologists",="Certified",18.5
,="General Education - Teachers and Instructors",="Certified",284.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",6.7
,="Special Education - Teachers and Instructors",="Certified",20.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",179.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Instructional Specialists Who Support Teachers",="Certified",5.1
,="Library/Media - Specialists (Certified)",="Certified",6.5
="Franklin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.6
,="General Education - Teachers and Instructors",="Certified",14.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.1
,="Instructional Specialists Who Support Teachers",="Certified",0.8
="Glastonbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",22.7
,="Counselors  Social Workers  and School Psychologists",="Certified",25.3
,="General Education - Teachers and Instructors",="Certified",393.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",40.2
,="Library/Media - Support Staff",="Non-Certified",8.0
,="School Nurses",="Non-Certified",12.3
,="Special Education - Teachers and Instructors",="Certified",45.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",278.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.9
,="Instructional Specialists Who Support Teachers",="Certified",12.1
,="Library/Media - Specialists (Certified)",="Certified",9.0
="Granby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",11.0
,="General Education - Teachers and Instructors",="Certified",129.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.7
,="Library/Media - Support Staff",="Non-Certified",5.1
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",18.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",82.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",6.7
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Greenwich School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",41.2
,="Counselors  Social Workers  and School Psychologists",="Certified",58.5
,="General Education - Teachers and Instructors",="Certified",637.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",55.0
,="Library/Media - Support Staff",="Non-Certified",16.3
,="School Nurses",="Non-Certified",16.0
,="Special Education - Teachers and Instructors",="Certified",91.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",139.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",444.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",17.6
,="Instructional Specialists Who Support Teachers",="Certified",34.0
,="Library/Media - Specialists (Certified)",="Certified",22.0
="Griswold School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.4
,="Counselors  Social Workers  and School Psychologists",="Certified",14.0
,="General Education - Teachers and Instructors",="Certified",127.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.9
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",26.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",106.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",3.8
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Groton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",27.2
,="Counselors  Social Workers  and School Psychologists",="Certified",24.7
,="General Education - Teachers and Instructors",="Certified",368.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0
,="Library/Media - Support Staff",="Non-Certified",5.9
,="School Nurses",="Non-Certified",15.0
,="Special Education - Teachers and Instructors",="Certified",52.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",99.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",187.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Instructional Specialists Who Support Teachers",="Certified",11.0
,="Library/Media - Specialists (Certified)",="Certified",14.0
="Guilford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.4
,="Counselors  Social Workers  and School Psychologists",="Certified",21.6
,="General Education - Teachers and Instructors",="Certified",235.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.8
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",35.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",79.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",147.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.6
,="Instructional Specialists Who Support Teachers",="Certified",9.6
,="Library/Media - Specialists (Certified)",="Certified",8.0
="Hamden School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.0
,="Counselors  Social Workers  and School Psychologists",="Certified",41.6
,="General Education - Teachers and Instructors",="Certified",372.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",12.0
,="Special Education - Teachers and Instructors",="Certified",54.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",77.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",307.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",11.0
,="Instructional Specialists Who Support Teachers",="Certified",14.9
,="Library/Media - Specialists (Certified)",="Certified",12.0
="Hampton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",11.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",0.5
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",1.6
,="Library/Media - Specialists (Certified)",="Certified",0.7
="Hartford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",77.0
,="Counselors  Social Workers  and School Psychologists",="Certified",125.7
,="General Education - Teachers and Instructors",="Certified",1420.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",239.0
,="Library/Media - Support Staff",="Non-Certified",8.0
,="School Nurses",="Non-Certified",36.0
,="Special Education - Teachers and Instructors",="Certified",290.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",188.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",887.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",34.8
,="Instructional Specialists Who Support Teachers",="Certified",52.4
,="Library/Media - Specialists (Certified)",="Certified",37.0
="Hartland School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.3
,="General Education - Teachers and Instructors",="Certified",19.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.4
,="Library/Media - Support Staff",="Non-Certified",0.2
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",1.1
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Hebron School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",69.2
,="Special Education - Teachers and Instructors",="Certified",7.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.5
,="Instructional Specialists Who Support Teachers",="Certified",4.3
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Highville Mustard Seed Charter School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.8
,="General Education - Teachers and Instructors",="Certified",18.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.5
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0
="Integrated Day Charter School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",16.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2
,="Library/Media - Support Staff",="Non-Certified",0.8
,="School Nurses",="Non-Certified",0.7
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0
,="Instructional Specialists Who Support Teachers",="Certified",0.2
="Interdistrict School for Arts and Comm District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",8.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Teachers and Instructors",="Certified",2.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.9
="Jumoke Academy District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.3
,="General Education - Teachers and Instructors",="Certified",17.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",0.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0
="Kent School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",25.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Library/Media - Support Staff",="Non-Certified",0.6
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",1.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Killingly School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.6
,="Counselors  Social Workers  and School Psychologists",="Certified",15.0
,="General Education - Teachers and Instructors",="Certified",181.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",24.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",127.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",5.5
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Learn",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.0
,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="General Education - Teachers and Instructors",="Certified",37.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.3
,="Library/Media - Support Staff",="Non-Certified",3.4
,="School Nurses",="Non-Certified",0.5
,="Special Education - Teachers and Instructors",="Certified",20.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",121.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",3.0
="Lebanon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.4
,="Counselors  Social Workers  and School Psychologists",="Certified",8.0
,="General Education - Teachers and Instructors",="Certified",106.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.2
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",12.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",59.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Ledyard School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.0
,="Counselors  Social Workers  and School Psychologists",="Certified",15.4
,="General Education - Teachers and Instructors",="Certified",181.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8
,="Library/Media - Support Staff",="Non-Certified",5.9
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",24.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",94.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",10.6
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Lisbon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="Counselors  Social Workers  and School Psychologists",="Certified",1.7
,="General Education - Teachers and Instructors",="Certified",37.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.1
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.5
,="Special Education - Teachers and Instructors",="Certified",5.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Litchfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="General Education - Teachers and Instructors",="Certified",96.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.6
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",8.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",48.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",3.5
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Madison School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",16.8
,="Counselors  Social Workers  and School Psychologists",="Certified",15.0
,="General Education - Teachers and Instructors",="Certified",209.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",38.8
,="Library/Media - Support Staff",="Non-Certified",6.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",23.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",134.3
